X,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,pickup,dropoff,distance_miles,zipcode
39711318,42:12.0,10.5,2012-12-12 07:42:12 UTC,-73.982832,40.770589,-73.980315,40.754798,1,"40.770589,-73.982832","40.754798,-73.980315",1.62612841,10023
20431254,59:22.0,3.5,2014-03-06 06:59:22 UTC,-73.97252,40.753437,-73.968294,40.760745,1,"40.753437,-73.97252","40.760745,-73.968294",0.590302633,10017
8781938,45:00.0,10.5,2013-01-04 19:45:00 UTC,-73.971685,40.762707,-73.995203,40.759983,1,"40.762707,-73.971685","40.759983,-73.995203",1.962911596,10022
45519517,16:26.0,10.9,2010-07-03 16:16:26 UTC,-74.007169,40.713268,-73.986911,40.725255,1,"40.713268,-74.007169","40.725255,-73.986911",3.402007277,10007
39827484,06:00.0,49.8,2011-04-25 07:06:00 UTC,-73.789747,40.648142,-73.985225,40.744325,1,"40.648142,-73.789747","40.744325,-73.985225",17.30580908,11430
51312620,06:00.0,10,2013-12-08 19:06:00 UTC,-73.97529,40.762167,-73.978365,40.750115,2,"40.762167,-73.97529","40.750115,-73.978365",1.70442118,10019
31579707,08:49.0,6.5,2009-03-15 11:08:49 UTC,-73.974151,40.747188,-73.99212,40.738022,2,"40.747188,-73.974151","40.738022,-73.99212",1.531058618,10016
21072493,29:00.0,8.5,2012-01-19 15:29:00 UTC,-74.001552,40.746532,-73.977492,40.76431,1,"40.746532,-74.001552","40.76431,-73.977492",2.517796071,10011
13290897,53:00.0,6.5,2012-01-31 08:53:00 UTC,-73.981443,40.741223,-73.97009,40.756593,1,"40.741223,-73.981443","40.756593,-73.97009",1.217266166,10016
46495417,34:51.0,6.9,2012-07-17 11:34:51 UTC,-73.979605,40.735331,-73.965554,40.754758,1,"40.735331,-73.979605","40.754758,-73.965554",1.531058618,10010
44912182,21:00.0,2.9,2009-03-01 13:21:00 UTC,-73.92217,40.818883,-73.923458,40.816345,1,"40.818883,-73.92217","40.816345,-73.923458",0.188896842,Unknown
36082337,12:00.0,13,2013-07-12 04:12:00 UTC,-73.949565,40.77688,-73.953507,40.806867,5,"40.77688,-73.949565","40.806867,-73.953507",2.909259922,10028
10139009,32:25.0,13.7,2010-01-19 18:32:25 UTC,-73.990233,40.741791,-74.009532,40.704917,1,"40.741791,-73.990233","40.704917,-74.009532",4.871550147,10010
50734086,34:53.0,8,2015-05-06 08:34:53 UTC,-74.00302124,40.74802017,-74.00689697,40.72520447,1,"40.7480201721191,-74.0030212402344","40.7252044677734,-74.0068969726562",2.020077746,10011
40938363,12:49.0,57.33,2014-06-27 14:12:49 UTC,-73.776736,40.645518,-73.994633,40.719009,1,"40.645518,-73.776736","40.719009,-73.994633",18.51437604,11430
48396395,32:29.0,6.1,2012-06-25 06:32:29 UTC,-73.98113,40.747072,-73.992207,40.730563,1,"40.747072,-73.98113","40.730563,-73.992207",1.490048119,10016
44685604,29:00.0,6.9,2010-07-14 18:29:00 UTC,-73.974797,40.750455,-73.982217,40.736053,2,"40.750455,-73.974797","40.736053,-73.982217",1.248956096,10017
12111695,56:00.0,4.9,2010-11-09 06:56:00 UTC,-73.976657,40.75182,-73.990708,40.750923,1,"40.75182,-73.976657","40.750923,-73.990708",1.015941899,Unknown
21975856,03:00.0,5.7,2009-04-07 10:03:00 UTC,-73.955878,40.76737,-73.967555,40.763067,1,"40.76737,-73.955878","40.763067,-73.967555",0.974931401,10021
8514361,17:55.0,10.1,2010-03-12 15:17:55 UTC,-73.982596,40.751014,-73.999047,40.722874,1,"40.751014,-73.982596","40.722874,-73.999047",2.333248827,Unknown
18687720,05:00.0,7.3,2010-01-06 07:05:00 UTC,-74.003558,40.726427,-73.981793,40.757147,5,"40.726427,-74.003558","40.757147,-73.981793",2.448202497,10013
2357473,52:00.0,5,2013-10-20 00:52:00 UTC,-74.00542,40.739482,-74.002707,40.733577,1,"40.739482,-74.00542","40.733577,-74.002707",0.564826414,10014
26669127,53:00.0,12.1,2010-12-03 18:53:00 UTC,-73.995468,40.749305,-74.00689,40.708035,2,"40.749305,-73.995468","40.708035,-74.00689",3.414434701,10001
25836171,50:37.0,9.3,2012-08-27 12:50:37 UTC,-73.974378,40.744052,-73.979914,40.761059,1,"40.744052,-73.974378","40.761059,-73.979914",1.780849837,10016
25180746,28:39.0,5,2013-07-12 21:28:39 UTC,-73.985044,40.732313,-73.975437,40.730103,1,"40.732313,-73.985044","40.730103,-73.975437",0.909687425,10003
14855774,58:08.0,5.5,2014-06-21 09:58:08 UTC,-73.985774,40.762882,-73.979744,40.775181,1,"40.762882,-73.985774","40.775181,-73.979744",1.064408852,10019
37468550,29:34.0,11,2013-09-07 19:29:34 UTC,-73.969683,40.752953,-73.98777,40.737584,3,"40.752953,-73.969683","40.737584,-73.98777",1.701935696,10017
54857539,36:36.0,21.5,2013-05-11 00:36:36 UTC,-73.9872,40.729232,-73.911368,40.776627,1,"40.729232,-73.9872","40.776627,-73.911368",10.0599996,10003
29036403,42:34.0,10.1,2011-05-02 13:42:34 UTC,-73.999853,40.738384,-74.005817,40.705487,1,"40.738384,-73.999853","40.705487,-74.005817",3.726984411,10011
51303339,27:07.0,6.5,2011-05-23 19:27:07 UTC,-73.97975,40.76513,-73.962025,40.767697,1,"40.76513,-73.97975","40.767697,-73.962025",1.420454545,Unknown
43780847,58:00.0,5,2014-03-05 01:58:00 UTC,-74.004237,40.751967,-74.005022,40.74148,1,"40.751967,-74.004237","40.74148,-74.005022",0.960639863,10001
24248177,08:46.0,5.7,2010-05-12 15:08:46 UTC,-73.976844,40.758666,-73.987866,40.749311,1,"40.758666,-73.976844","40.749311,-73.987866",1.268839975,10022
20407719,32:58.0,3.7,2009-02-19 10:32:58 UTC,-74.011739,40.704663,-74.005839,40.710507,1,"40.704663,-74.011739","40.710507,-74.005839",0.557369959,10004
54604045,28:00.0,7,2013-03-01 21:28:00 UTC,-74.006758,40.72962,-73.996252,40.748297,1,"40.72962,-74.006758","40.748297,-73.996252",1.437852939,10014
30815654,10:56.0,6.9,2011-10-08 15:10:56 UTC,-73.967664,40.771786,-73.976822,40.759771,2,"40.771786,-73.967664","40.759771,-73.976822",1.406784379,10021
51021598,22:11.0,10.5,2015-04-29 13:22:11 UTC,-73.9826889,40.73786545,-74.00634766,40.72651291,1,"40.737865447998,-73.9826889038086","40.7265129089355,-74.00634765625",2.144351984,10010
36533403,16:21.0,10,2015-03-09 16:16:21 UTC,-73.96003723,40.78062439,-73.97175598,40.76593399,1,"40.7806243896484,-73.9600372314453","40.7659339904785,-73.9717559814453",1.232179074,10028
16368093,31:00.0,4.9,2012-08-26 14:31:00 UTC,-73.981878,40.778722,-73.987787,40.771163,3,"40.778722,-73.981878","40.771163,-73.987787",0.857492245,10023
50524085,48:01.0,11,2014-09-23 07:48:01 UTC,-73.989439,40.776503,-73.966752,40.769882,1,"40.776503,-73.989439","40.769882,-73.966752",1.601273562,10069
36350863,33:35.0,6,2013-11-02 21:33:35 UTC,-73.968735,40.678386,-73.977669,40.663718,1,"40.678386,-73.968735","40.663718,-73.977669",1.149536706,11238
40185071,38:49.0,5.5,2014-10-20 20:38:49 UTC,-73.968822,40.75764,-73.979761,40.757928,1,"40.75764,-73.968822","40.757928,-73.979761",1.38130816,10022
46684953,51:56.0,6.9,2011-11-26 17:51:56 UTC,-73.9833,40.7414,-74.0044,40.7417,2,"40.7414,-73.9833","40.7417,-74.0044",1.79265589,10016
42797427,24:00.0,11.7,2012-08-21 19:24:00 UTC,-73.982105,40.778682,-73.985045,40.739622,1,"40.778682,-73.982105","40.739622,-73.985045",3.35105484,10023
9359108,52:00.0,4.1,2009-11-27 21:52:00 UTC,-73.98444,40.761075,-73.976288,40.763482,1,"40.761075,-73.98444","40.763482,-73.976288",0.737567605,10019
27089934,47:00.0,5.7,2010-07-18 16:47:00 UTC,-73.991017,40.734997,-73.992288,40.74916,1,"40.734997,-73.991017","40.74916,-73.992288",1.468921498,10003
32282463,32:37.0,14.5,2009-07-10 23:32:37 UTC,-73.957828,40.772228,-74.005852,40.737132,1,"40.772228,-73.957828","40.737132,-74.005852",5.299674899,10021
32338752,07:18.0,57.33,2013-09-23 09:07:18 UTC,-73.99122,40.754664,-73.776311,40.645212,1,"40.754664,-73.99122","40.645212,-73.776311",17.72399189,10018
42742846,36:04.0,7.7,2009-11-19 00:36:04 UTC,-73.997339,40.741876,-73.998192,40.720942,3,"40.741876,-73.997339","40.720942,-73.998192",1.838015987,10011
54617715,26:00.0,5.5,2013-10-28 19:26:00 UTC,-73.97737,40.78761,-73.98788,40.77951,1,"40.78761,-73.97737","40.77951,-73.98788",0.974931401,10024
6470541,20:17.0,16.5,2010-01-31 01:20:17 UTC,-74.015265,40.708583,-74.013985,40.71328,2,"40.708583,-74.015265","40.71328,-74.013985",5.283519248,Unknown
10500998,52:38.0,4.5,2009-01-10 12:52:38 UTC,-73.981882,40.767154,-73.976332,40.762924,1,"40.767154,-73.981882","40.762924,-73.976332",0.467271137,10019
3268252,41:16.0,6.1,2012-06-12 11:41:16 UTC,-73.952088,40.786637,-73.96002,40.772862,1,"40.786637,-73.952088","40.772862,-73.96002",1.3135787,10128
8308940,27:00.0,6.9,2011-02-17 04:27:00 UTC,-74.005672,40.72562,-73.97909,40.721828,1,"40.72562,-74.005672","40.721828,-73.97909",1.721819574,10013
27056117,16:07.0,14.5,2011-02-03 17:16:07 UTC,-73.962183,40.80545,-73.97075,40.761543,1,"40.80545,-73.962183","40.761543,-73.97075",3.899725602,10027
49675082,20:57.0,9.7,2012-06-01 06:20:57 UTC,-73.98525,40.747276,-73.955426,40.76979,1,"40.747276,-73.98525","40.76979,-73.955426",2.865142567,Unknown
2154083,46:00.0,8.1,2011-12-29 19:46:00 UTC,-73.974508,40.746692,-73.975242,40.718102,1,"40.746692,-73.974508","40.718102,-73.975242",2.214566929,10016
1459540,00:00.0,4.9,2010-02-19 13:00:00 UTC,-74.010062,40.71246,-74.004688,40.72371,1,"40.71246,-74.010062","40.72371,-74.004688",0.854385389,10007
44377838,58:00.0,12,2013-12-06 13:58:00 UTC,-73.98978,40.725937,-73.989818,40.72528,5,"40.725937,-73.98978","40.72528,-73.989818",0.041010499,10003
8388819,49:37.0,13.3,2011-04-14 01:49:37 UTC,-74.005796,40.740331,-73.961972,40.795297,1,"40.740331,-74.005796","40.795297,-73.961972",5.414007198,10014
48621188,32:00.0,8,2013-02-20 05:32:00 UTC,-73.975827,40.744965,-74.000827,40.747997,1,"40.744965,-73.975827","40.747997,-74.000827",1.705042551,Unknown
37403950,03:00.0,22.5,2014-10-04 18:03:00 UTC,-73.95904,40.71673,-73.98604,40.75565,5,"40.71673,-73.95904","40.75565,-73.98604",4.811898513,11249
19553967,39:55.0,7.3,2011-06-30 15:39:55 UTC,-73.991426,40.740548,-73.973718,40.743482,1,"40.740548,-73.991426","40.743482,-73.973718",1.618671956,10010
48793256,30:43.0,8.5,2013-06-06 12:30:43 UTC,-73.987685,40.743717,-73.981365,40.76018,1,"40.743717,-73.987685","40.76018,-73.981365",1.89704625,10010
36777143,36:30.0,3.7,2010-01-23 16:36:30 UTC,-73.946008,40.77324,-73.951042,40.773448,1,"40.77324,-73.946008","40.773448,-73.951042",0.357288436,10028
11694254,51:07.0,4.9,2010-10-24 01:51:07 UTC,-73.996521,40.716586,-74.010335,40.71171,1,"40.716586,-73.996521","40.71171,-74.010335",1.143322994,10013
20859818,50:34.0,8.9,2009-04-10 08:50:34 UTC,-73.964633,40.773309,-73.987301,40.763344,2,"40.773309,-73.964633","40.763344,-73.987301",2.066680585,10021
38246455,23:21.0,10.5,2015-05-19 01:23:21 UTC,-74.0067215,40.74414063,-73.9990921,40.72817612,1,"40.744140625,-74.006721496582","40.7281761169434,-73.9990921020508",1.614322357,10011
20554905,20:00.0,3.7,2009-05-04 21:20:00 UTC,-73.953817,40.782057,-73.951707,40.781198,1,"40.782057,-73.953817","40.781198,-73.951707",0.125516981,10128
49408351,14:00.0,21.7,2012-04-17 21:14:00 UTC,-73.99364,40.758622,-73.993773,40.686797,1,"40.758622,-73.99364","40.686797,-73.993773",8.139341247,10036
24421868,20:30.0,10.5,2009-03-07 14:20:30 UTC,-73.947255,40.784188,-73.982802,40.770141,1,"40.784188,-73.947255","40.770141,-73.982802",3.214974549,10029
5170173,26:17.0,9.3,2010-05-31 21:26:17 UTC,-74.009723,40.706352,-73.985237,40.721999,1,"40.706352,-74.009723","40.721999,-73.985237",3.026077706,10005
52397838,15:00.0,9,2013-02-04 20:15:00 UTC,-73.997717,40.716875,-73.98093,40.729647,1,"40.716875,-73.997717","40.729647,-73.98093",1.616186471,10013
40034678,02:00.0,49.57,2010-06-17 16:02:00 UTC,-73.789632,40.646612,-73.971857,40.749617,1,"40.646612,-73.789632","40.749617,-73.971857",16.61981528,11430
42195176,34:56.0,6.5,2012-03-08 20:34:56 UTC,-73.988928,40.75366,-73.990377,40.736806,2,"40.75366,-73.988928","40.736806,-73.990377",1.657818341,10018
21201219,48:50.0,16,2014-06-15 06:48:50 UTC,-73.942319,40.754227,-73.992468,40.738115,1,"40.754227,-73.942319","40.738115,-73.992468",4.168157958,11101
11196439,48:30.0,9.7,2012-02-16 13:48:30 UTC,-74.015023,40.709682,-73.998274,40.718254,2,"40.709682,-74.015023","40.718254,-73.998274",2.429561362,10006
35538653,14:04.0,7.3,2009-01-17 20:14:04 UTC,-74.010297,40.719687,-73.99651,40.732315,2,"40.719687,-74.010297","40.732315,-73.99651",1.514902967,10013
50801832,03:50.0,4,2015-04-09 07:03:50 UTC,-73.95198059,40.78456116,-73.95290375,40.78894043,1,"40.7845611572266,-73.9519805908203","40.7889404296875,-73.9529037475586",0.526922771,10128
8461079,45:00.0,3.7,2009-07-31 13:45:00 UTC,-73.984917,40.751575,-73.989735,40.74074,1,"40.751575,-73.984917","40.74074,-73.989735",0.937027758,10018
34121240,12:23.0,15,2013-07-23 13:12:23 UTC,-73.973032,40.758953,-73.975762,40.788843,1,"40.758953,-73.973032","40.788843,-73.975762",3.008679313,10022
18246404,48:18.0,7.5,2009-02-17 19:48:18 UTC,-73.976434,40.751824,-73.986996,40.763236,1,"40.751824,-73.976434","40.763236,-73.986996",1.316064185,10017
53680764,32:21.0,13.5,2013-12-11 19:32:21 UTC,-73.991349,40.723395,-73.993271,40.692409,1,"40.723395,-73.991349","40.692409,-73.993271",3.057146266,10002
38050487,48:00.0,11.5,2013-01-10 19:48:00 UTC,-73.978697,40.764267,-73.983632,40.738192,1,"40.764267,-73.978697","40.738192,-73.983632",2.441367414,Unknown
27660823,03:00.0,8.9,2009-10-06 09:03:00 UTC,-73.970252,40.752538,-73.977447,40.762758,5,"40.752538,-73.970252","40.762758,-73.977447",1.229693589,10017
9475489,12:00.0,18.5,2010-07-03 03:12:00 UTC,-73.983532,40.721912,-73.912703,40.762692,5,"40.721912,-73.983532","40.762692,-73.912703",8.57865068,10009
8202365,27:07.0,40.5,2012-04-29 14:27:07 UTC,-73.865781,40.771111,-74.014136,40.709645,1,"40.771111,-73.865781","40.709645,-74.014136",13.73230335,11371
26096900,20:18.0,52,2013-01-26 14:20:18 UTC,-73.993418,40.720149,-73.789199,40.641738,1,"40.720149,-73.993418","40.641738,-73.789199",17.26417721,10002
51208558,51:38.0,4.5,2015-03-14 22:51:38 UTC,-73.99668121,40.74285126,-74.0029068,40.73371124,1,"40.7428512573242,-73.9966812133789","40.7337112426758,-74.0029067993164",1.150158077,10011
54301661,11:22.0,7.3,2011-08-07 18:11:22 UTC,-73.987418,40.750096,-73.986692,40.768297,3,"40.750096,-73.987418","40.768297,-73.986692",1.688265529,10001
27477425,55:55.0,9.3,2010-09-29 06:55:55 UTC,-73.95001,40.772178,-73.977867,40.742213,1,"40.772178,-73.95001","40.742213,-73.977867",3.017999881,10075
55232287,03:48.0,13,2013-06-14 14:03:48 UTC,-73.992098,40.769398,-73.98441,40.740328,1,"40.769398,-73.992098","40.740328,-73.98441",2.992523662,10019
31027056,21:00.0,15.3,2010-08-04 16:21:00 UTC,-74.001245,40.731355,-73.993055,40.683027,1,"40.731355,-74.001245","40.683027,-73.993055",5.677468583,10014
17576156,11:00.0,11.7,2009-12-06 06:11:00 UTC,-73.974,40.747462,-74.00674,40.705578,1,"40.747462,-73.974","40.705578,-74.00674",4.460823789,10016
19451665,07:35.0,8,2015-05-11 14:07:35 UTC,-73.96983337,40.78557968,-73.95078278,40.77157974,3,"40.7855796813965,-73.9698333740234","40.7715797424316,-73.9507827758789",1.673352621,10024
43637889,27:39.0,4.9,2012-09-01 13:27:39 UTC,-74.003028,40.73128,-73.995854,40.742541,1,"40.73128,-74.003028","40.742541,-73.995854",1.036447149,10014
45017141,00:00.0,10.5,2012-04-21 14:00:00 UTC,-73.97782,40.763892,-73.982805,40.731477,1,"40.763892,-73.97782","40.731477,-73.982805",3.034776903,10019
32450456,44:44.0,9.3,2011-08-14 00:44:44 UTC,-73.985863,40.721341,-74.008023,40.712216,1,"40.721341,-73.985863","40.712216,-74.008023",1.778985723,10002
12708638,01:00.0,7.7,2009-06-25 08:01:00 UTC,-74.000365,40.737137,-73.977175,40.750438,1,"40.737137,-74.000365","40.750438,-73.977175",2.000815239,10011
27506006,22:21.0,5.3,2009-05-21 23:22:21 UTC,-74.001157,40.746572,-74.003719,40.738177,1,"40.746572,-74.001157","40.738177,-74.003719",1.007864074,10011
43779973,20:00.0,12.1,2012-08-29 15:20:00 UTC,-73.975317,40.76298,-73.98992,40.751895,1,"40.76298,-73.975317","40.751895,-73.98992",1.445930764,10019
7647266,56:27.0,7,2015-03-02 10:56:27 UTC,-73.97322083,40.75815964,-73.96965027,40.76858902,1,"40.7581596374512,-73.9732208251953","40.7685890197754,-73.9696502685547",0.907823312,10154
